ProductID,Product,Segment,Category,ManufacturerID,Price
2061,Sintec UE-21,Extreme,,4,USD 367.45
445,Maximus UM-50,Moderation,,7,USD 953.82
2062,Sintec UE-22,Extreme,,4,USD 551.2
446,Maximus UM-51,Moderation,,7,USD 329.78
2064,Sintec UE-24,Extreme,,4,USD 656.2
447,Maximus UM-52,Moderation,,7,USD 1584.7125
448,Maximus UM-53,Moderation,,7,USD 491.19
1994,Sintec UM-01,Moderation,Urban,4,USD 734.95
449,Maximus UM-54,Moderation,,7,USD 1112.69
1995,Sintec UM-02,Moderation,,4,USD 503.95
450,Maximus UM-55,Moderation,,7,USD 1727.2
1997,Sintec UM-04,Moderation,,4,USD 803.2
451,Maximus UM-56,Moderation,,7,USD 973.8225
1999,Sintec UR-02,Regular,,4,USD 677.2
452,Maximus UM-57,Moderation,,7,USD 1102.4475
2004,Sintec UR-07,Regular,,4,USD 482.95
453,Maximus UM-58,Moderation,,7,USD 329.78
2005,Sintec UR-08,Regular,,4,USD 307.075
454,Maximus UM-59,Moderation,,7,USD 329.78
2012,Sintec UR-15,Regular,,4,USD 388.45
455,Maximus UM-60,Moderation,,7,USD 977.55
2013,Sintec UR-16,Regular,,4,USD 451.4475
456,Maximus UM-61,Moderation,,7,USD 1191.6975
2014,Sintec UR-17,Regular,,4,USD 341.1975
457,Maximus UM-62,Moderation,,7,USD 1007.9475
2015,Sintec UR-18,Regular,,4,USD 427.8225
458,Maximus UM-63,Moderation,,7,USD 1795.4475
2016,Sintec UR-19,Regular,,4,USD 367.45
459,Maximus UM-64,Moderation,,7,USD 1018.2375
2019,Sintec UR-22,Regular,,4,USD 139.075
460,Maximus UM-65,Moderation,,7,USD 1317.4875
2022,Sintec UR-25,Regular,,4,USD 283.45
461,Maximus UM-66,Moderation,,7,USD 1231.0725
2026,Sintec UR-29,Regular,,4,USD 367.45
462,Maximus UM-67,Moderation,,7,USD 2036.9475
2028,Sintec UR-31,Regular,,4,USD 708.7
463,Maximus UM-68,Moderation,,7,USD 572.25
2029,Sintec UR-32,Regular,,4,USD 209.95
464,Maximus UM-69,Moderation,,7,USD 866.25
2032,Sintec UR-35,Regular,,4,USD 225.7
465,Maximus UM-70,Moderation,,7,USD 1191.7
2034,Sintec UR-37,Regular,,4,USD 419.95
466,Maximus UM-71,Moderation,,7,USD 973.1925
2036,Sintec UR-39,Regular,,4,USD 230.95
467,Maximus UM-72,Moderation,,7,USD 928.99
2039,Sintec UR-42,Regular,,4,USD 388.45
468,Maximus UM-73,Moderation,,7,USD 329.78
469,Maximus UM-74,Moderation,,7,USD 914.03
470,Maximus UM-75,Moderation,,7,USD 1112.69
471,Maximus UM-76,Moderation,,7,USD 968.5725
472,Maximus UM-77,Moderation,,7,USD 966.53
473,Maximus UM-78,Moderation,,7,USD 1548.225
474,Maximus UM-79,Moderation,,7,USD 880.1625
475,Maximus UM-80,Moderation,,7,USD 1091.2125
476,Maximus UM-81,Moderation,,7,USD 1966.0725
477,Maximus UM-82,Moderation,,7,USD 1380.0675
478,Maximus UM-83,Moderation,,7,USD 1443.7
479,Maximus UM-84,Moderation,,7,USD 970.8825
480,Maximus UM-85,Moderation,,7,USD 329.78
481,Maximus UM-86,Moderation,,7,USD 806.93
482,Maximus UM-87,Moderation,,7,USD 677.1975
483,Maximus UM-88,Moderation,,7,USD 1637.9475
484,Maximus UM-89,Moderation,,7,USD 1312.24
485,Maximus UM-90,Moderation,,7,USD 865.4625
486,Maximus UM-91,Moderation,,7,USD 985.425
487,Maximus UM-92,Moderation,,7,USD 1112.95
488,Maximus UM-93,Moderation,,7,USD 1101.0825
489,Maximus UM-94,Moderation,,7,USD 1034.2
490,Maximus UM-95,Moderation,,7,USD 861
491,Maximus UM-96,Moderation,,7,USD 959.175
492,Maximus UM-97,Moderation,,7,USD 962.4825
493,Maximus UM-98,Moderation,,7,USD 969.68
494,Maximus UM-99,Moderation,,7,USD 1622.1975
495,Maximus UM-00,Moderation,,7,USD 848.925
496,Maximus UM-01,Moderation,,7,USD 1034.2
497,Maximus UM-02,Moderation,,7,USD 1501.2375
498,Maximus UM-03,Moderation,,7,USD 1469.74
499,Maximus UM-04,Moderation,,7,USD 984.1125
500,Maximus UM-05,Moderation,,7,USD 939.4875
501,Maximus UM-06,Moderation,,7,USD 1122.8175
502,Maximus UM-07,Moderation,,7,USD 1111.1625
503,Maximus UM-08,Moderation,,7,USD 1763.7375
504,Maximus UM-09,Moderation,,7,USD 1847.7375
505,Maximus UM-10,Moderation,,7,USD 1984.45
506,Maximus UM-11,Moderation,,7,USD 1370.2
507,Maximus UM-12,Moderation,,7,USD 2057.9475
508,Maximus UM-13,Moderation,,7,USD 969.68
509,Maximus UM-14,Moderation,,7,USD 593.25
510,Maximus UM-15,Moderation,,7,USD 944.2125
511,Maximus UM-16,Moderation,,7,USD 1742.9475
512,Maximus UR-01,Regular,Urban,7,USD 262.45
513,Maximus UE-01,Extreme,Urban,7,USD 934.7625
514,Maximus UE-02,Extreme,,7,USD 936.8625
515,Maximus UE-03,Extreme,,7,USD 928.9875
516,Maximus UE-04,Extreme,,7,USD 1390.9875
517,Maximus UE-05,Extreme,,7,USD 930.825
518,Maximus UE-06,Extreme,,7,USD 904.575
519,Maximus UE-07,Extreme,,7,USD 1627.2375
520,Maximus UE-08,Extreme,,7,USD 936.8625
521,Maximus UE-09,Extreme,,7,USD 916.3875
522,Maximus UE-10,Extreme,,7,USD 1495.9875
523,Maximus UE-11,Extreme,,7,USD 955.7625
524,Maximus UE-12,Extreme,,7,USD 1338.4875
525,Maximus UE-13,Extreme,,7,USD 934.7625
526,Maximus UE-14,Extreme,,7,USD 1495.9875
527,Maximus UE-15,Extreme,,7,USD 1390.9875
528,Maximus UE-16,Extreme,,7,USD 1338.4875
529,Maximus UE-17,Extreme,,7,USD 1390.9875
530,Maximus UE-18,Extreme,,7,USD 936.8625
531,Maximus UE-19,Extreme,,7,USD 934.7625
532,Maximus UE-20,Extreme,,7,USD 908.5125
533,Maximus UE-21,Extreme,,7,USD 961.0125
534,Maximus UE-22,Extreme,,7,USD 922.95
535,Maximus UE-23,Extreme,,7,USD 942.6375
536,Maximus UC-01,Convenience,Urban,7,USD 921.64
537,Maximus UC-02,Convenience,,7,USD 850.4475
538,Maximus UC-03,Convenience,,7,USD 1338.6975
539,Maximus UC-04,Convenience,,7,USD 1317.4875
540,Maximus UC-05,Convenience,,7,USD 1322.7375
541,Maximus UC-06,Convenience,,7,USD 1348.73
542,Maximus UC-07,Convenience,,7,USD 771.4875
543,Maximus UC-08,Convenience,,7,USD 329.78
544,Maximus UC-09,Convenience,,7,USD 953.925
545,Maximus UC-10,Convenience,,7,USD 908.2
546,Maximus UC-11,Convenience,,7,USD 1343.7375
547,Maximus UC-12,Convenience,,7,USD 564.3225
548,Maximus UC-13,Convenience,,7,USD 530.2
549,Maximus UC-14,Convenience,,7,USD 569.5725
550,Maximus UC-15,Convenience,,7,USD 433.39
551,Maximus UC-16,Convenience,,7,USD 961.0125
552,Maximus UC-17,Convenience,,7,USD 965.7375
553,Maximus UC-18,Convenience,,7,USD 969.675
554,Maximus UC-19,Convenience,,7,USD 923.1075
555,Maximus UC-20,Convenience,,7,USD 939.6975
556,Maximus UC-21,Convenience,,7,USD 866.1975
557,Maximus UC-22,Convenience,,7,USD 845.5125
558,Maximus UC-23,Convenience,,7,USD 1532.9475
559,Maximus UC-24,Convenience,,7,USD 1042.9125
560,Maximus UC-25,Convenience,,7,USD 711.3225
561,Maximus UC-26,Convenience,,7,USD 755.9475
562,Maximus UC-27,Convenience,,7,USD 935.55
563,Maximus UC-28,Convenience,,7,USD 839.9475
564,Maximus UC-29,Convenience,,7,USD 958.65
565,Maximus UC-30,Convenience,,7,USD 938.175
566,Maximus UC-31,Convenience,,7,USD 986.74
567,Maximus UC-32,Convenience,,7,USD 881.95
568,Maximus UC-33,Convenience,,7,USD 884.1
569,Maximus UC-34,Convenience,,7,USD 1054.9875
570,Maximus UC-35,Convenience,,7,USD 619.4475
571,Maximus UC-36,Convenience,,7,USD 527.1
572,Maximus UC-37,Convenience,,7,USD 472.2375
573,Maximus UC-38,Convenience,,7,USD 319.99
574,Maximus UC-39,Convenience,,7,USD 955.4475
575,Maximus UC-40,Convenience,,7,USD 934.5
576,Maximus UC-41,Convenience,,7,USD 1574.95
577,Maximus UC-42,Convenience,,7,USD 1034.1975
578,Maximus UC-43,Convenience,,7,USD 797.9475
579,Maximus UC-44,Convenience,,7,USD 1338.6975
580,Maximus UC-45,Convenience,,7,USD 845.1975
581,Maximus UC-46,Convenience,,7,USD 1396.2375
582,Maximus UC-47,Convenience,,7,USD 362.2
583,Maximus UC-48,Convenience,,7,USD 555.7125
584,Maximus UC-49,Convenience,,7,USD 624.6975
585,Maximus UC-50,Convenience,,7,USD 425.2
586,Maximus UC-51,Convenience,,7,USD 385.0875
587,Maximus UC-52,Convenience,,7,USD 163.0125
588,Maximus UC-53,Convenience,,7,USD 624.6975
589,Maximus UC-54,Convenience,,7,USD 902.9475
590,Maximus UC-55,Convenience,,7,USD 902.9475
591,Maximus UC-56,Convenience,,7,USD 942.1125
592,Maximus UC-57,Convenience,,7,USD 965.74
593,Maximus UC-58,Convenience,,7,USD 923.9475
594,Maximus UC-59,Convenience,,7,USD 329.78
595,Maximus UC-60,Convenience,,7,USD 765.45
596,Maximus UC-61,Convenience,,7,USD 834.4875
597,Maximus UC-62,Convenience,,7,USD 892.24
598,Maximus UC-63,Convenience,,7,USD 981.6975
599,Maximus UC-64,Convenience,,7,USD 902.9475
600,Maximus UC-65,Convenience,,7,USD 793.0125
601,Maximus UC-66,Convenience,,7,USD 1317.4875
602,Maximus UC-67,Convenience,,7,USD 1322.7375
603,Maximus UC-68,Convenience,,7,USD 923.475
604,Maximus UC-69,Convenience,,7,USD 564.3225
605,Maximus UC-70,Convenience,,7,USD 425.7225
606,Maximus UC-71,Convenience,,7,USD 344.1375
607,Maximus UC-72,Convenience,,7,USD 965.3175
608,Maximus UC-73,Convenience,,7,USD 974.93
609,Maximus UC-74,Convenience,,7,USD 919.8
610,Maximus UC-75,Convenience,,7,USD 931.5075
611,Maximus UC-76,Convenience,,7,USD 1501.2375
612,Maximus UC-77,Convenience,,7,USD 977.29
613,Maximus UC-78,Convenience,,7,USD 329.78
614,Maximus UC-79,Convenience,,7,USD 711.3225
615,Maximus UC-80,Convenience,,7,USD 774.1125
616,Maximus UC-81,Convenience,,7,USD 721.8225
617,Maximus UC-82,Convenience,,7,USD 859.95
618,Maximus UC-83,Convenience,,7,USD 1207.24
619,Maximus UC-84,Convenience,,7,USD 958.65
620,Maximus UC-85,Convenience,,7,USD 329.78
621,Maximus UC-86,Convenience,,7,USD 498.75
622,Maximus UC-87,Convenience,,7,USD 846.5625
623,Maximus UC-88,Convenience,,7,USD 1422.4875
624,Maximus UC-89,Convenience,,7,USD 783.5625
625,Maximus UC-90,Convenience,,7,USD 1348.73
626,Maximus UC-91,Convenience,,7,USD 1427.9475
627,Maximus UC-92,Convenience,,7,USD 922.1625
628,Maximus UC-93,Convenience,,7,USD 963.9
629,Maximus UC-94,Convenience,,7,USD 834.225
630,Maximus UC-95,Convenience,,7,USD 519.49
631,Maximus UC-96,Convenience,,7,USD 405.04
632,Maximus UC-97,Convenience,,7,USD 403.73
633,Maximus UC-98,Convenience,,7,USD 572.1975
634,Maximus UC-99,Convenience,,7,USD 912.975
635,Maximus UC-00,Convenience,,7,USD 970.99
636,Maximus UC-01,Convenience,,7,USD 938.175
1882,Lignum UC-01,Convenience,Urban,6,USD 1364.9475
637,Maximus UC-02,Convenience,,7,USD 940.275
1883,Lignum UC-02,Convenience,,6,USD 774.3225
638,Maximus UC-03,Convenience,,7,USD 1008.79
1884,Lignum UC-03,Convenience,,6,USD 1063.0725
639,Maximus UC-04,Convenience,,7,USD 886.99
1885,Lignum UC-04,Convenience,,6,USD 853.0725
640,Maximus UC-05,Convenience,,7,USD 834.6975
1886,Lignum UC-05,Convenience,,6,USD 1041.5475
641,Maximus UC-06,Convenience,,7,USD 856.0125
1887,Lignum UC-06,Convenience,,6,USD 1469.9475
642,Maximus UC-07,Convenience,,7,USD 919.0125
1888,Lignum UC-07,Convenience,,6,USD 1033.6725
643,Maximus UC-08,Convenience,,7,USD 1169.9625
1889,Lignum UC-08,Convenience,,6,USD 737.5725
644,Maximus UC-09,Convenience,,7,USD 908.5125
1890,Lignum UC-09,Convenience,,6,USD 1679.95
645,Maximus UC-10,Convenience,,7,USD 982.8
1891,Lignum UC-10,Convenience,,6,USD 719.2
646,Maximus UC-11,Convenience,,7,USD 938.18
1892,Lignum UC-11,Convenience,,6,USD 1076.1975
647,Maximus UC-12,Convenience,,7,USD 940.0125
1893,Lignum UC-12,Convenience,,6,USD 748.0725
648,Maximus UC-13,Convenience,,7,USD 892.2375
1894,Lignum UC-13,Convenience,,6,USD 818.9475
649,Maximus UC-14,Convenience,,7,USD 845.1975
1895,Lignum UC-14,Convenience,,6,USD 761.1975
650,Maximus UC-15,Convenience,,7,USD 524.9475
1896,Lignum UC-15,Convenience,,6,USD 769.0725
651,Maximus UC-16,Convenience,,7,USD 845.1975
1897,Lignum UC-16,Convenience,,6,USD 787.4475
652,Maximus UC-17,Convenience,,7,USD 843.675
1898,Lignum UC-17,Convenience,,6,USD 1056.09
653,Maximus UC-18,Convenience,,7,USD 929.1975
1899,Lignum UC-18,Convenience,,6,USD 981.6975
654,Maximus UC-19,Convenience,,7,USD 1034.1975
1901,Lignum UC-20,Convenience,,6,USD 847.8225
655,Maximus UC-20,Convenience,,7,USD 995.925
1902,Lignum UC-21,Convenience,,6,USD 1627.4475
656,Maximus UC-21,Convenience,,7,USD 960.7
1903,Lignum UC-22,Convenience,,6,USD 818.9475
657,Maximus UC-22,Convenience,,7,USD 940.0125
1904,Lignum UC-23,Convenience,,6,USD 695.5725
658,Maximus UC-23,Convenience,,7,USD 934.24
1905,Lignum UC-24,Convenience,,6,USD 1151.7975
659,Maximus UC-24,Convenience,,7,USD 1564.4475
1906,Lignum UC-25,Convenience,,6,USD 774.3225
660,Maximus UC-25,Convenience,,7,USD 712.95
1907,Lignum UC-26,Convenience,,6,USD 1299.3225
661,Maximus UC-26,Convenience,,7,USD 329.78
1863,Lignum UM-01,Moderation,Urban,6,USD 958.0725
662,Maximus UC-27,Convenience,,7,USD 854.175
1864,Lignum UM-02,Moderation,,6,USD 1010.5725
663,Maximus UC-28,Convenience,,7,USD 786.7125
1865,Lignum UM-03,Moderation,,6,USD 1863.6975
664,Maximus UC-29,Convenience,,7,USD 329.78
1866,Lignum UM-04,Moderation,,6,USD 1325.5725
665,Maximus UC-30,Convenience,,7,USD 329.78
1867,Lignum UM-05,Moderation,,6,USD 958.0725
666,Maximus UC-31,Convenience,,7,USD 824.2
1868,Lignum UM-06,Moderation,,6,USD 1588.0725
667,Maximus UC-32,Convenience,,7,USD 829.45
1869,Lignum UM-07,Moderation,,6,USD 958.0725
668,Maximus UC-33,Convenience,,7,USD 1422.7
1870,Lignum UM-08,Moderation,,6,USD 855.7
669,Maximus UC-34,Convenience,,7,USD 1364.74
1871,Lignum UM-09,Moderation,,6,USD 1378.0725
670,Maximus UC-35,Convenience,,7,USD 947.8875
1872,Lignum UM-10,Moderation,,6,USD 1325.5725
671,Maximus UC-36,Convenience,,7,USD 949.99
1873,Lignum UM-11,Moderation,,6,USD 824.1975
672,Maximus UC-37,Convenience,,7,USD 923.475
1874,Lignum UM-12,Moderation,,6,USD 853.0725
673,Maximus UC-38,Convenience,,7,USD 0
1875,Lignum UM-13,Moderation,,6,USD 1535.5725
674,Maximus UC-39,Convenience,,7,USD 734.74
1876,Lignum UM-14,Moderation,,6,USD 1483.0725
675,Maximus UC-40,Convenience,,7,USD 666.49
1877,Lignum UM-15,Moderation,,6,USD 889.8225
676,Maximus UC-41,Convenience,,7,USD 886.99
1878,Lignum UM-16,Moderation,,6,USD 902.9475
677,Maximus UC-42,Convenience,,7,USD 605.01
1879,Lignum UM-17,Moderation,,6,USD 1574.95
678,Maximus UC-43,Convenience,,7,USD 440.9475
1880,Lignum UM-18,Moderation,,6,USD 958.0725
679,Maximus UC-44,Convenience,,7,USD 454.0725
1881,Lignum UM-19,Moderation,,6,USD 1057.8225
680,Maximus UC-45,Convenience,,7,USD 329.78
681,Maximus UC-46,Convenience,,7,USD 792.4875
682,Maximus UC-47,Convenience,,7,USD 974.925
683,Maximus UC-48,Convenience,,7,USD 946.05
684,Maximus UC-49,Convenience,,7,USD 934.2375
685,Maximus UC-50,Convenience,,7,USD 881.7375
686,Maximus UC-51,Convenience,,7,USD 813.23
687,Maximus UC-52,Convenience,,7,USD 470.4
688,Maximus UC-53,Convenience,,7,USD 574.8225
689,Maximus UC-54,Convenience,,7,USD 364.09
690,Maximus UC-55,Convenience,,7,USD 438.3225
691,Maximus UC-56,Convenience,,7,USD 421.8375
692,Maximus UC-57,Convenience,,7,USD 251.95
693,Maximus UC-58,Convenience,,7,USD 321.3
694,Ondex MA-01,All Season,Mix,8,USD 329.78
695,Ondex MA-02,All Season,,8,USD 89.1975
696,Ondex MA-03,All Season,,8,USD 329.78
697,Ondex MA-04,All Season,,8,USD 329.78
698,Ondex MA-05,All Season,,8,USD 329.78
699,Ondex MA-06,All Season,,8,USD 238.825
700,Ondex MA-07,All Season,,8,USD 329.78
701,Ondex MA-08,All Season,,8,USD 236.15
702,Ondex MA-09,All Season,,8,USD 351.23
703,Ondex MA-10,All Season,,8,USD 329.78
704,Ondex MA-11,All Season,,8,USD 329.78
705,Ondex MA-12,All Season,,8,USD 329.78
706,Ondex MA-13,All Season,,8,USD 283.45
707,Ondex MA-14,All Season,,8,USD 329.78
708,Ondex MA-15,All Season,,8,USD 329.78
709,Ondex MA-16,All Season,,8,USD 329.78
710,Ondex MA-17,All Season,,8,USD 329.78
711,Ondex MA-18,All Season,,8,USD 246.7
712,Ondex MA-19,All Season,,8,USD 225.7
713,Ondex RP-01,Productivity,Rural,8,USD 162.7
714,Ondex RP-02,Productivity,,8,USD 162.7
715,Ondex RP-03,Productivity,,8,USD 165.323333333333
716,Ondex RP-04,Productivity,,8,USD 165.323333333333
717,Ondex RP-05,Productivity,,8,USD 170.575
718,Ondex RP-06,Productivity,,8,USD 170.575
719,Ondex RP-07,Productivity,,8,USD 104.95
720,Ondex RP-08,Productivity,,8,USD 104.95
721,Ondex RP-09,Productivity,,8,USD 167.95
722,Ondex RP-10,Productivity,,8,USD 167.95
723,Ondex RP-11,Productivity,,8,USD 329.78
724,Ondex RP-12,Productivity,,8,USD 329.78
725,Ondex RP-13,Productivity,,8,USD 120.7
726,Ondex RP-14,Productivity,,8,USD 120.7
727,Ondex RP-15,Productivity,,8,USD 68.2
728,Ondex RP-16,Productivity,,8,USD 68.2
729,Ondex RP-17,Productivity,,8,USD 325.45
730,Ondex RP-18,Productivity,,8,USD 325.45
731,Ondex RP-19,Productivity,,8,USD 146.95
732,Ondex RP-20,Productivity,,8,USD 146.95
733,Ondex RP-21,Productivity,,8,USD 443.1
734,Ondex RP-22,Productivity,,8,USD 443.1
735,Ondex RP-23,Productivity,,8,USD 443.1
736,Ondex RP-24,Productivity,,8,USD 443.1
737,Ondex RP-25,Productivity,,8,USD 472.4475
738,Ondex RP-26,Productivity,,8,USD 472.4475
739,Ondex RP-27,Productivity,,8,USD 173.2
740,Ondex RP-28,Productivity,,8,USD 173.2
741,Ondex RP-29,Productivity,,8,USD 329.78
742,Ondex RP-30,Productivity,,8,USD 329.78
743,Ondex RP-31,Productivity,,8,USD 272.95
744,Ondex RP-32,Productivity,,8,USD 272.95
745,Ondex RP-33,Productivity,,8,USD 220.45
746,Ondex RP-34,Productivity,,8,USD 220.45
747,Ondex RP-35,Productivity,,8,USD 291.325
748,Ondex RP-36,Productivity,,8,USD 291.325
749,Ondex RP-37,Productivity,,8,USD 629.9475
750,Ondex RP-38,Productivity,,8,USD 629.9475
751,Ondex RP-39,Productivity,,8,USD 329.78
752,Ondex RP-40,Productivity,,8,USD 329.78
753,Ondex RP-41,Productivity,,8,USD 246.7
754,Ondex RP-42,Productivity,,8,USD 246.7
755,Ondex RP-43,Productivity,,8,USD 329.78
756,Ondex RP-44,Productivity,,8,USD 329.78
757,Ondex RP-45,Productivity,,8,USD 83.95
758,Ondex RP-46,Productivity,,8,USD 83.95
759,Ondex RP-47,Productivity,,8,USD 191.1
760,Ondex RP-48,Productivity,,8,USD 191.1
761,Ondex RP-49,Productivity,,8,USD 218.93
762,Ondex RP-50,Productivity,,8,USD 218.93
763,Ondex RP-51,Productivity,,8,USD 389.55
764,Ondex RP-52,Productivity,,8,USD 389.55
765,Ondex RP-53,Productivity,,8,USD 329.78
766,Ondex RP-54,Productivity,,8,USD 329.78
767,Ondex RP-55,Productivity,,8,USD 104.95
768,Ondex RP-56,Productivity,,8,USD 104.95
769,Ondex RP-57,Productivity,,8,USD 288.7
770,Ondex RP-58,Productivity,,8,USD 288.7
771,Ondex RP-59,Productivity,,8,USD 167.95
772,Ondex RP-60,Productivity,,8,USD 167.95
773,Ondex RP-61,Productivity,,8,USD 329.78
774,Ondex RP-62,Productivity,,8,USD 329.78
775,Ondex RP-63,Productivity,,8,USD 329.78
776,Ondex RP-64,Productivity,,8,USD 329.78
777,Ondex RP-65,Productivity,,8,USD 151.2
778,Ondex RP-66,Productivity,,8,USD 151.2
779,Ondex RP-67,Productivity,,8,USD 389.03
780,Ondex RP-68,Productivity,,8,USD 389.03
781,Ondex RP-69,Productivity,,8,USD 129.68
782,Ondex RP-70,Productivity,,8,USD 129.68
783,Ondex RP-71,Productivity,,8,USD 120.7
784,Ondex RP-72,Productivity,,8,USD 120.7
785,Ondex RP-73,Productivity,,8,USD 68.2
786,Ondex RP-74,Productivity,,8,USD 68.2
787,Ondex RP-75,Productivity,,8,USD 333.3225
788,Ondex RP-76,Productivity,,8,USD 333.3225
789,Ondex RP-77,Productivity,,8,USD 225.7
790,Ondex RP-78,Productivity,,8,USD 225.7
791,Ondex RP-79,Productivity,,8,USD 80.85
792,Ondex RP-80,Productivity,,8,USD 80.85
793,Ondex RP-81,Productivity,,8,USD 102.9
794,Ondex RP-82,Productivity,,8,USD 102.9
795,Ondex RP-83,Productivity,,8,USD 278.2
796,Ondex RP-84,Productivity,,8,USD 278.2
797,Ondex RS-01,Select,Rural,8,USD 335.95
798,Ondex RS-02,Select,,8,USD 131.1975
799,Ondex RS-03,Select,,8,USD 1501.4475
800,Ondex RS-04,Select,,8,USD 262.45
801,Ondex RS-05,Select,,8,USD 309.7
802,Ondex RS-06,Select,,8,USD 167.95
803,Ondex RS-07,Select,,8,USD 162.7
804,Ondex RS-08,Select,,8,USD 167.95
805,Ondex RS-09,Select,,8,USD 188.95
806,Ondex RS-10,Select,,8,USD 1158.4825
807,Ondex RS-11,Select,,8,USD 261.98
808,Ondex RS-12,Select,,8,USD 398.95
809,Ondex RS-13,Select,,8,USD 269.85
810,Ondex RS-14,Select,,8,USD 666.6975
811,Ondex RS-15,Select,,8,USD 262.45
812,Ondex RS-16,Select,,8,USD 629.9475
813,Ondex RS-17,Select,,8,USD 288.7
814,Ondex RS-18,Select,,8,USD 329.78
815,Ondex RS-19,Select,,8,USD 329.78
816,Ondex RS-20,Select,,8,USD 456.7
817,Ondex UM-01,Moderation,Urban,8,USD 409.45
818,Ondex UM-02,Moderation,,8,USD 329.78
819,Ondex UM-03,Moderation,,8,USD 1551.38
820,Ondex UM-04,Moderation,,8,USD 1049.95
821,Ondex UM-05,Moderation,,8,USD 329.78
822,Ondex UM-06,Moderation,,8,USD 472.45
823,Ondex UM-07,Moderation,,8,USD 624.7
824,Ondex UM-08,Moderation,,8,USD 461.95
825,Ondex UM-09,Moderation,,8,USD 635.1975
826,Ondex UM-10,Moderation,,8,USD 1411.2
827,Ondex UM-11,Moderation,,8,USD 624.7
828,Ondex UM-12,Moderation,,8,USD 976.5525
829,Ondex UM-13,Moderation,,8,USD 330.7
830,Ondex UM-14,Moderation,,8,USD 329.78
831,Ondex UM-15,Moderation,,8,USD 329.78
832,Ondex UM-16,Moderation,,8,USD 329.78
833,Ondex UM-17,Moderation,,8,USD 808.45
834,Ondex UM-18,Moderation,,8,USD 1102.45
835,Ondex UM-19,Moderation,,8,USD 524.95
836,Ondex UM-20,Moderation,,8,USD 839.95
837,Ondex UM-21,Moderation,,8,USD 839.95
838,Ondex UM-22,Moderation,,8,USD 950.2
839,Ondex UM-23,Moderation,,8,USD 957.08
840,Ondex UM-24,Moderation,,8,USD 918.7
841,Ondex UM-25,Moderation,,8,USD 329.78
842,Ondex UM-26,Moderation,,8,USD 755.95
843,Ondex UM-27,Moderation,,8,USD 551.1975
844,Ondex UM-28,Moderation,,8,USD 329.78
845,Ondex UM-29,Moderation,,8,USD 329.78
846,Ondex UM-30,Moderation,,8,USD 587.95
847,Ondex UM-31,Moderation,,8,USD 603.7
848,Ondex UM-32,Moderation,,8,USD 329.78
849,Ondex UM-33,Moderation,,8,USD 356.9475
850,Ondex UM-34,Moderation,,8,USD 329.78
851,Ondex UM-35,Moderation,,8,USD 329.78
852,Ondex UM-36,Moderation,,8,USD 771.7
853,Ondex UM-37,Moderation,,8,USD 456.7
854,Ondex UM-38,Moderation,,8,USD 866.2
855,Ondex UR-01,Regular,Urban,8,USD 329.78
856,Ondex UR-02,Regular,,8,USD 329.78
857,Ondex UR-03,Regular,,8,USD 329.78
858,Ondex UR-04,Regular,,8,USD 329.78
859,Ondex UR-05,Regular,,8,USD 329.78
860,Ondex UR-06,Regular,,8,USD 624.7
861,Ondex UR-07,Regular,,8,USD 329.78
862,Ondex UR-08,Regular,,8,USD 304.45
863,Ondex UR-09,Regular,,8,USD 304.45
864,Ondex UR-10,Regular,,8,USD 329.78
865,Ondex UR-11,Regular,,8,USD 171.465
866,Ondex UR-12,Regular,,8,USD 162.645
867,Ondex UR-13,Regular,,8,USD 138.075
868,Ondex UR-14,Regular,,8,USD 329.78
869,Ondex UR-15,Regular,,8,USD 329.78
870,Ondex UR-16,Regular,,8,USD 329.78
871,Ondex UR-17,Regular,,8,USD 329.78
872,Ondex UR-18,Regular,,8,USD 188.895
873,Ondex UR-19,Regular,,8,USD 178.6575
874,Ondex UR-20,Regular,,8,USD 56.7525
875,Ondex UR-21,Regular,,8,USD 545.95
876,Ondex UR-22,Regular,,8,USD 577.45
877,Ondex UR-23,Regular,,8,USD 69.85125
878,Ondex UR-24,Regular,,8,USD 157.4475
879,Ondex UR-25,Regular,,8,USD 199.395
880,Ondex UR-26,Regular,,8,USD 329.78
881,Ondex UR-27,Regular,,8,USD 47.3025
882,Ondex UR-28,Regular,,8,USD 766.45
883,Ondex UR-29,Regular,,8,USD 120.645
884,Ondex UR-30,Regular,,8,USD 59.325
885,Ondex UR-31,Regular,,8,USD 393.6975
886,Ondex UR-32,Regular,,8,USD 329.78
887,Ondex UR-33,Regular,,8,USD 329.78
888,Ondex UR-34,Regular,,8,USD 329.78
889,Ondex UR-35,Regular,,8,USD 329.78
890,Ondex UR-36,Regular,,8,USD 70.0875
891,Ondex UR-37,Regular,,8,USD 329.78
892,Ondex UE-01,Extreme,Urban,8,USD 467.2
893,Ondex UE-02,Extreme,,8,USD 876.7
894,Ondex UE-03,Extreme,,8,USD 309.6975
895,Ondex UE-04,Extreme,,8,USD 629.95
896,Ondex UE-05,Extreme,,8,USD 918.7
897,Ondex UE-06,Extreme,,8,USD 787.4475
898,Ondex UE-07,Extreme,,8,USD 329.78
899,Ondex UE-08,Extreme,,8,USD 617.4
900,Ondex UE-09,Extreme,,8,USD 304.45
901,Ondex UE-10,Extreme,,8,USD 409.45
902,Ondex UE-11,Extreme,,8,USD 157.45
903,Ondex UE-12,Extreme,,8,USD 78.65
